SMILES,H_count,C_count,N_count,O_count,F_count
C1OC11CC2OC12,6,5,0,2,0
CC12CN1C1CC21,9,6,1,0,0
OCCOC1CC1,10,5,0,2,0
CC1=NNC(N)=C1,7,4,3,0,0
CC12CC(C)(C1)C2,12,7,0,0,0
CCCC1CC1O,12,6,0,1,0
O=COCC1CO1,6,4,0,3,0
O=CC1CN1C=O,5,4,1,2,0
NC(=O)NCCO,8,3,2,2,0
CC1=C(N)ON=N1,5,3,3,1,0
OCC1CC2NC12,9,5,1,1,0
CCCOC(C)C,14,6,0,1,0
COC=NCC#N,6,4,2,1,0
C#CC1=CN=CO1,3,5,1,1,0
CC1CC1CC#C,10,7,0,0,0
CC1=C(N)NN=C1,7,4,3,0,0
CNC(=O)CC=O,7,4,1,2,0
O=CC1=CC=CN1,5,5,1,1,0
CC(O)(C=O)C#C,6,5,0,2,0
C#CC1C2COC12,6,6,0,1,0
OCC1=CNC=N1,6,4,2,1,0
OCC1=CCCC1,10,6,0,1,0
CN(C=O)C(N)=N,7,3,3,1,0
COCC(O)C=O,8,4,0,3,0
CC1COC(C)C1,12,6,0,1,0
O=C1NCCCO1,7,4,1,2,0
CC(=N)OCC#C,7,5,1,1,0
C1NC11CC2NC12,8,5,2,0,0
CC1OC(C)C=C1,10,6,0,1,0
CC1CC2COC12,10,6,0,1,0
C1CCCOCC1,12,6,0,1,0
CC1CCOC=N1,9,5,1,1,0
C#CC1=NNN=N1,2,3,4,0,0
CC1CCOC1C,12,6,0,1,0
CC(=NO)C(N)=O,6,3,2,2,0
C[NH+]=C(N)C([O-])=O,6,3,2,2,0
CCC1=CCCC1,12,7,0,0,0
CC1C2CC(=O)N12,7,5,1,1,0
NC(=O)CCC#C,7,5,1,1,0
C1OC11CC=CC1,8,6,0,1,0
C1CC2OC3C1C23,8,6,0,1,0
N#CC1NC2CC12,6,5,2,0,0
CC(C)(O)C1CC1,12,6,0,1,0
CN1C=CC=C1O,7,5,1,1,0
COC1OCC=C1,8,5,0,2,0
CC1=NNC(=O)N1,5,3,3,1,0
C1CC2=NC=CN12,6,5,2,0,0
O=CC1=NC=CN1,4,4,2,1,0
CC1(CC1)OC=O,8,5,0,2,0
COCCC#CC,10,6,0,1,0
OC1=CNC(=N)O1,4,3,2,2,0
OCC1CC1CO,10,5,0,2,0
C1C2C3C=CC2C13,8,7,0,0,0
O=CC1=NON=C1,2,3,2,2,0
CC1C2CC1C2C,12,7,0,0,0
CN1CC2(CN2)C1,10,5,2,0,0
CC12NC3C1NC23,8,5,2,0,0
N=C1ON=CN=C1,3,3,3,1,0
CC1C2CC3C2N13,9,6,1,0,0
CC#CCC1CN1,9,6,1,0,0
OCCCN1CC1,11,5,1,1,0
CN1C=CC(O)=C1,7,5,1,1,0
C1OC11CCCC1,10,6,0,1,0
NC(=O)CC1CO1,7,4,1,2,0
CCCC(C)CC,16,7,0,0,0
O=CN1CC(=O)C1,5,4,1,2,0
N=C1CC2CC2O1,7,5,1,1,0
CCC1CC1C#N,9,6,1,0,0
C#CC1C2CC1C2,8,7,0,0,0
N#CC1=NOC=N1,1,3,3,1,0
CCCC(O)C#C,10,6,0,1,0
N#CC1=COC=N1,2,4,2,1,0
CCC1(CC1)C#N,9,6,1,0,0
OC1C=CNC1=O,5,4,1,2,0
NC1=NOC(=N)O1,3,2,3,2,0
C1CC11OC2CC12,8,6,0,1,0
OCC(CO)C#N,7,4,1,2,0
OCC1(CO1)C=O,6,4,0,3,0
CC1=NCC(=O)O1,5,4,1,2,0
O=C1NCC11CC1,7,5,1,1,0
CCC1(CN1)C=O,9,5,1,1,0
CC(C)C(C)C#N,11,6,1,0,0
OC1C2CCCC12,10,6,0,1,0
CC1(C)CC2CC12,12,7,0,0,0
O=CC1=NCCO1,5,4,1,2,0
CC1CC2CC12O,10,6,0,1,0
COC1=NOC=N1,4,3,2,2,0
O=CCC#CC=O,4,5,0,2,0
CCC#CC(C)=O,8,6,0,1,0
CC12CC=CC1N2,9,6,1,0,0
CCC#CCC#N,7,6,1,0,0
OC1C2C3CN2C13,7,5,1,1,0
OC12CC1OC2=O,4,4,0,3,0
COC=NC1CC1,9,5,1,1,0
O=CCCCC#N,7,5,1,1,0
C1C2C3C4C3N2C14,7,6,1,0,0
CC1CC2CC12C,12,7,0,0,0
C#CC1=NC=CO1,3,5,1,1,0
ON=C1CC(O)C1,7,4,1,2,0
[NH3+]CC1=N[N-]N=N1,5,2,5,0,0
CC(=O)CCC=O,8,5,0,2,0
CCC(=O)C1CN1,9,5,1,1,0
N#CC12CN(C1)C2,6,5,2,0,0
C#CC1C2CCC12,8,7,0,0,0
CNC1=NNN=C1,6,3,4,0,0
CCCC(C)C#C,12,7,0,0,0
NC1=C(N)C=NO1,5,3,3,1,0
CC#CC1(C)CN1,9,6,1,0,0
OC1C2CC1C2O,8,5,0,2,0
CC(C)N(C)C=O,11,5,1,1,0
CC1C2CC(O)C12,10,6,0,1,0
O=CCNCC#C,7,5,1,1,0
CC1(N)COC1=O,7,4,1,2,0
OCC(=O)CC#N,5,4,1,2,0
CC(CC#C)C#N,7,6,1,0,0
O=C1C2CC3C2N13,5,5,1,1,0
CC(=O)NC1CC1,9,5,1,1,0
CCC1=NOC=C1,7,5,1,1,0
OC1CC2(CN2)C1,9,5,1,1,0
C1C2C3COC1C23,8,6,0,1,0
CC1CCC1(C)O,12,6,0,1,0
CN1C=C(C)C=N1,8,5,2,0,0
CCC1CC2CC12,12,7,0,0,0
N=C(OC=O)C#C,3,4,1,2,0
O=CC1=CON=N1,2,3,2,2,0
CC1=NNN=C1O,5,3,3,1,0
CC1=C(C)COC1,10,6,0,1,0
FC(F)(F)CC=O,3,3,0,1,3
OC1CC1N1CC1,9,5,1,1,0
CC1CCOCC1,12,6,0,1,0
N#CC12CC1OC2,5,5,1,1,0
O=C1NC=CC=N1,4,4,2,1,0
CN1C2CC(=O)C12,7,5,1,1,0
C1OC2CCC=C12,8,6,0,1,0
C#CC1=CNC=N1,4,5,2,0,0
CC(C)C(O)C#C,10,6,0,1,0
O=C1C=CON=N1,2,3,2,2,0
CC(N)(C#C)C#N,6,5,2,0,0
CCC#CCOC,10,6,0,1,0
C1C2C3CC=C1C23,8,7,0,0,0
COC1CC1C#N,7,5,1,1,0
CCC1CNC1=O,9,5,1,1,0
OCC(CO)C#C,8,5,0,2,0
OCC1=CN=CN1,6,4,2,1,0
CN1N=CC(C)=N1,7,4,3,0,0
C(C1CO1)N1CC1,9,5,1,1,0
CCC1COC1=N,9,5,1,1,0
C1OC2=NCCC12,7,5,1,1,0
OC1C2NC(=O)C12,5,4,1,2,0
C#CCCCC#N,7,6,1,0,0
OC1C2CC=CC12,8,6,0,1,0
NC1=CN=NC=N1,4,3,4,0,0
O=CC1CN=CO1,5,4,1,2,0
NC1=NCC(=O)N1,5,3,3,1,0
CC1=NNC(=O)O1,4,3,2,2,0
O=C1CC2COC12,6,5,0,2,0
CC(O)COC=O,8,4,0,3,0
CN=COC(C)C,11,5,1,1,0
C1OC11CCC=C1,8,6,0,1,0
CC1CNC(=O)C1,9,5,1,1,0
CCC1(CC1)OC,12,6,0,1,0
CC12CC1NC2=O,7,5,1,1,0
CNC(C)(C)C#N,10,5,2,0,0
CNC1=CC=NO1,6,4,2,1,0
CC1CCC11CC1,12,7,0,0,0
OCCC#CC#C,6,6,0,1,0
CCC1COCO1,10,5,0,2,0
CC1(CO1)C(N)=O,7,4,1,2,0
OCC1NC1C#C,7,5,1,1,0
C1OCC11COC1,8,5,0,2,0
COC=NCC=O,7,4,1,2,0
NC1=NC(O)=CN1,5,3,3,1,0
COC1CC2CC12,10,6,0,1,0
CC1=NNC(O)=C1,6,4,2,1,0
OC1CC(C1)C#N,7,5,1,1,0
FC(F)(F)C1CN1,4,3,1,0,3
OCC#CC1CN1,7,5,1,1,0
O=CN1CC2CC12,7,5,1,1,0
C(C1CC1)C1CO1,10,6,0,1,0
CCCC1CCO1,12,6,0,1,0
COC(=O)NC=O,5,3,1,3,0
C1C2C3CC(C3)N12,9,6,1,0,0
CC(=O)C(=O)CO,6,4,0,3,0
CCN1CC1(C)C,13,6,1,0,0
CC1(CCO1)C#N,7,5,1,1,0
CC12CC1COC2,10,6,0,1,0
OC1C=CCC1=O,6,5,0,2,0
O=CC1CC1C#C,6,6,0,1,0
C1C2OC1C1NC21,7,5,1,1,0
CC12CC(O)C1O2,8,5,0,2,0
N#CC1C2CCN12,6,5,2,0,0
C#CC1CC1C#N,5,6,1,0,0
COCC1CN1C,11,5,1,1,0
OCC(=O)N1CC1,7,4,1,2,0
NC1=NNC(O)=C1,5,3,3,1,0
O=C1CCC1C#N,5,5,1,1,0
OC1CC2CC12O,8,5,0,2,0
N#CC1C2CCC12,7,6,1,0,0
CCCCCCC,16,7,0,0,0
COCCC1CC1,12,6,0,1,0
OC1COC(=N)C1,7,4,1,2,0
O=COC1CCC1,8,5,0,2,0
CC(C)C#CC#C,8,7,0,0,0
CC1=CC(=O)NC1,7,5,1,1,0
O=CN1C=CC=C1,5,5,1,1,0
C#CC12CCC1O2,6,6,0,1,0
OCC1OC2CC12,8,5,0,2,0
N=C1N=CNC=N1,4,3,4,0,0
CCC(=O)C1CC1,10,6,0,1,0
COCC(C)OC,12,5,0,2,0
C#CC1OC2CC12,6,6,0,1,0
CC1=C(C)N=CN1,8,5,2,0,0
CC(C)(O)CC#C,10,6,0,1,0
C1CC2CCC1C2,12,7,0,0,0
COC1=CN=CN1,6,4,2,1,0
CCCN=COC,11,5,1,1,0
OCC1COCO1,8,4,0,3,0
OCC1(CO)CO1,8,4,0,3,0
CC(CO)CCO,12,5,0,2,0
NC(=N)C(=O)C#N,3,3,3,1,0
O=CC#CC1CC1,6,6,0,1,0
CC12CC1(O)CO2,8,5,0,2,0
CC1=C(N)C=NO1,6,4,2,1,0
CC12CCC1CO2,10,6,0,1,0
O=CCCNC=O,7,4,1,2,0
C1CC11CCOC1,10,6,0,1,0
O=CN1C2CC1C2,7,5,1,1,0
CC12CC3C1N3C2,9,6,1,0,0
OC1C2CC1C2=O,6,5,0,2,0
C1CC2OC1C=C2,8,6,0,1,0
OCC1CCC1O,10,5,0,2,0
CCC(=O)C(N)=N,8,4,2,1,0
CC1(CO1)C1CO1,8,5,0,2,0
OCC1=NOC=N1,4,3,2,2,0
NC=[NH+]CC([O-])=O,6,3,2,2,0
N=C1CC(=O)CO1,5,4,1,2,0
CCC(C)N1CC1,13,6,1,0,0
OC1=NC=CC=N1,4,4,2,1,0
[NH3+]C(C#C)C([O-])=O,5,4,1,2,0
O=CC1CCOC1,8,5,0,2,0
O=C(C#N)C1CO1,3,4,1,2,0
COC(C)CC#C,10,6,0,1,0
N=C1N=CNN=N1,3,2,5,0,0
N#CC1=CON=N1,1,3,3,1,0
O=CN1C=CN=C1,4,4,2,1,0
O=CC1=NOC=C1,3,4,1,2,0
CC1CCCC=C1,12,7,0,0,0
CCC1=CN=CO1,7,5,1,1,0
OC1=COC(=N)O1,3,3,1,3,0
CC(=O)CC(N)=O,7,4,1,2,0
COCC#CC#N,5,5,1,1,0
CCC1=CC=NO1,7,5,1,1,0
OCC(CO)CO,10,4,0,3,0
O=C1ON=NC=N1,1,2,3,2,0
CC1COC(=O)O1,6,4,0,3,0
OCC1=NC=CN1,6,4,2,1,0
N=C1CNC(=O)O1,4,3,2,2,0
COCC#CCO,8,5,0,2,0
NC1=COC=C1N,6,4,2,1,0
O=CC1NC1C=O,5,4,1,2,0
OC1C2C3NC3C12,7,5,1,1,0
CCOCC1CN1,11,5,1,1,0
NC1=C(O)C=CN1,6,4,2,1,0
CC(C=O)C(N)=O,7,4,1,2,0
CN=C(N)C(C)=O,8,4,2,1,0
C1CCOCOC1,10,5,0,2,0
CC1COC(=N)O1,7,4,1,2,0
CC12NC3C1OC23,7,5,1,1,0
O=C1CNC(=O)C1,5,4,1,2,0
CC1(O)CC(=O)C1,8,5,0,2,0
CC1OC1C(C)=O,8,5,0,2,0
NC1=NC2CC2O1,6,4,2,1,0
CCOC(C)C#N,9,5,1,1,0
OCC12CN(C1)C2,9,5,1,1,0
OCC(=O)NC=N,6,3,2,2,0
CCCNC(N)=O,10,4,2,1,0
NC(C#N)C(N)=O,5,3,3,1,0
CC1C(C#C)N1C,9,6,1,0,0
CC1CNC(=O)O1,7,4,1,2,0
OCC(C=O)C#N,5,4,1,2,0
CC1C2N1CC2=O,7,5,1,1,0
CC1(C)COC=N1,9,5,1,1,0
N=COC1COC1,7,4,1,2,0
OCCC(O)CO,10,4,0,3,0
CC1=NC(N)=NN1,6,3,4,0,0
CC1=NOC(=O)N1,4,3,2,2,0
CCCC(C)C#N,11,6,1,0,0
OC1C2CCOC12,8,5,0,2,0
CCC1CCC1=O,10,6,0,1,0
CC1CCC1C#N,9,6,1,0,0
CC1CC1(O)C#C,8,6,0,1,0
CCCCN1CC1,13,6,1,0,0
OCCOCCO,10,4,0,3,0
O=CC1CCCC1,10,6,0,1,0
CC1=CC(O)=NN1,6,4,2,1,0
C1NC1C1CCO1,9,5,1,1,0
CC1=CNN=C1O,6,4,2,1,0
CNC1=CC=CO1,7,5,1,1,0
CC(=O)C(O)CO,8,4,0,3,0
CC(=O)C1CCO1,8,5,0,2,0
CC1=CCC(=O)N1,7,5,1,1,0
OC12CC1N1CC21,7,5,1,1,0
CC1=NNC(O)=N1,5,3,3,1,0
CC(OC=O)C=O,6,4,0,3,0
CC1(C)CC1(C)C,14,7,0,0,0
OCC1=COC=N1,5,4,1,2,0
CC#CCN1CC1,9,6,1,0,0
OC1=NNC(=O)N1,3,2,3,2,0
COC(=O)CC=O,6,4,0,3,0
CC1OC(=N)C1N,8,4,2,1,0
CC1CC1(C)C=O,10,6,0,1,0
CC1NC(=O)C=C1,7,5,1,1,0
NC1(CNC1)C#N,7,4,3,0,0
CC1NC1C1CN1,10,5,2,0,0
CN1C2C3CC1C23,9,6,1,0,0
NC1=NNN=C1O,4,2,4,1,0
OC1(CNC1)C#N,6,4,2,1,0
CC1OCC1C#C,8,6,0,1,0
CN=CN(C)C=O,8,4,2,1,0
CC12CC(C1)OC2,10,6,0,1,0
CC(C)OCC#N,9,5,1,1,0
CC(OC=N)C#C,7,5,1,1,0
CC1CC(C)C1=O,10,6,0,1,0
CC(CO)N1CC1,11,5,1,1,0
N#CCC1CCO1,7,5,1,1,0
COCC#CC=O,6,5,0,2,0
C1OC1C1CCO1,8,5,0,2,0
CC1OCC(=O)O1,6,4,0,3,0
CC12CC=CC1O2,8,6,0,1,0
CC12CC(O)(C1)C2,10,6,0,1,0
CC(CC=O)C#C,8,6,0,1,0
COC(C=O)C#N,5,4,1,2,0
COC(C=O)C#C,6,5,0,2,0
CCC1OCC1C,12,6,0,1,0
NC1=COC(O)=N1,4,3,2,2,0
O=C1OC2CCC12,6,5,0,2,0
CC1CC(=O)C1C,10,6,0,1,0
N=C1NCC11CO1,6,4,2,1,0
CC12C3CC1CN23,9,6,1,0,0
COC(C)C1CN1,11,5,1,1,0
CCC(C#C)C#N,7,6,1,0,0
N#CCOCC#N,4,4,2,1,0
CC1CC2(CC2)C1,12,7,0,0,0
CC(O)C1OC1C,10,5,0,2,0
COC1CN(C)C1,11,5,1,1,0
CC1(O)C(O)C1O,8,4,0,3,0
CCNC(=N)C=O,8,4,2,1,0
OC12C3C4C1N4C23,5,5,1,1,0
CC(=O)COC=N,7,4,1,2,0
CCC(=O)NC=N,8,4,2,1,0
CC1=NOC(=O)O1,3,3,1,3,0
CC1CCOC1=N,9,5,1,1,0
CC12CC3C(C1)N23,9,6,1,0,0
CC12CC(O)C1N2,9,5,1,1,0
CC1(CN1)C(N)=O,8,4,2,1,0
CC(OC=O)C#N,5,4,1,2,0
OC1CNCC1=O,7,4,1,2,0
CC1(C)CCCO1,12,6,0,1,0
C#CC1=CON=C1,3,5,1,1,0
CN1CC11COC1,9,5,1,1,0
COC1(C)CC1O,10,5,0,2,0
COC1=NNN=N1,4,2,4,1,0
CCOC1COC1,10,5,0,2,0
CCC1=NNN=C1,7,4,3,0,0
FC1=NC=CN=N1,2,3,3,0,1
C#CC1=NNC=N1,3,4,3,0,0
CC(O)C#CC=O,6,5,0,2,0
CC1(C)OCC1=O,8,5,0,2,0
CC#CC(C)C#C,8,7,0,0,0
CC1=NNC=C1O,6,4,2,1,0
CCC(=O)OC=N,7,4,1,2,0
CCC(C)C1CO1,12,6,0,1,0
OCC(C#C)C#C,6,6,0,1,0
CC1CC=CC1O,10,6,0,1,0
OC1CCNC1=O,7,4,1,2,0
CC1C2OC1C=C2,8,6,0,1,0
CN=C(C)OC=O,7,4,1,2,0
C1C2CC3CC2C13,10,7,0,0,0
CCCOC(N)=O,9,4,1,2,0
C#CC1=NON=C1,2,4,2,1,0
CN1C2C3CC2C13,9,6,1,0,0
O=C1CC2CC1O2,6,5,0,2,0
C#CC#CC1CO1,4,6,0,1,0
N=C1OCC11CN1,6,4,2,1,0
O=CC1(CO1)C#C,4,5,0,2,0
NC(=N)C(=O)CO,6,3,2,2,0
O=CCCN1CC1,9,5,1,1,0
CC1(C)CC1C=O,10,6,0,1,0
C#CC#CC1CN1,5,6,1,0,0
CC1=NC(O)=CN1,6,4,2,1,0
CC(C)C(=O)CO,10,5,0,2,0
CC1CNC(=O)N1,8,4,2,1,0
CCNC(=O)CC,11,5,1,1,0
COC1CCC1C,12,6,0,1,0
C1COCCOC1,10,5,0,2,0
C1CC2CCC1O2,10,6,0,1,0
O=COC1COC1,6,4,0,3,0
CC1CC2C(O)C12,10,6,0,1,0
CCOCC1CC1,12,6,0,1,0
N=C1OC2CC2O1,5,4,1,2,0
CC1(CC1)C1CO1,10,6,0,1,0
C#CCC1COC1,8,6,0,1,0
CC12OCC1C2O,8,5,0,2,0
O=C1OC2CC2O1,4,4,0,3,0
NC1=NOC(=O)O1,2,2,2,3,0
C1CC1C1COC1,10,6,0,1,0
COC1=NNN=C1,5,3,3,1,0
CN1CC1C1CC1,11,6,1,0,0
CN1N=NC=C1N,6,3,4,0,0
CCCC(C)(C)O,14,6,0,1,0
CC1OCCC1=O,8,5,0,2,0
CCC1=NNN=N1,6,3,4,0,0
COCC1(O)CC1,10,5,0,2,0
CC1CCCC1=O,10,6,0,1,0
CC12CCC1CC2,12,7,0,0,0
CC1(O)CN2CC12,9,5,1,1,0
CC1(C)OC1(C)C,12,6,0,1,0
CC1C2OCC12O,8,5,0,2,0
OCC(=O)CC#C,6,5,0,2,0
CN1CC2OC2C1,9,5,1,1,0
O=C1CC=CC1=O,4,5,0,2,0
COC(C)C#CC,10,6,0,1,0
CC1C2CCC12C,12,7,0,0,0
CCC1CC(C)O1,12,6,0,1,0
N=C1OCC1C=O,5,4,1,2,0
O=CCOCC#N,5,4,1,2,0
C1C2CN=COC12,7,5,1,1,0
C1OC2C3NC3C12,7,5,1,1,0
C#CC1(CN1)C#N,4,5,2,0,0
NC(=N)C(=O)C#C,4,4,2,1,0
CC1=CC(C)=NO1,7,5,1,1,0
CC1=NC=NC=C1,6,5,2,0,0
NC(=O)C(=O)C#C,3,4,1,2,0
CCC1=NNC=N1,7,4,3,0,0
O=CC(=O)N1CC1,5,4,1,2,0
CCC(=O)COC,10,5,0,2,0
OCC#CCC#N,5,5,1,1,0
N#CC1(CC1)C#N,4,5,2,0,0
C#CC1COCO1,6,5,0,2,0
C1C2CC1COC2,10,6,0,1,0
CC1CCOC1=O,8,5,0,2,0
CC(OC=N)C#N,6,4,2,1,0
NC(=O)C#CC=O,3,4,1,2,0
CC12CCC1C2O,10,6,0,1,0
OC1CCCOC1,10,5,0,2,0
N=C1CC2(CC2)O1,7,5,1,1,0
OC1CCCC=C1,10,6,0,1,0
C1CC2CC1CO2,10,6,0,1,0
CCCCC(C)O,14,6,0,1,0
CC1(O)CC(O)C1,10,5,0,2,0
C#CC1CN=CO1,5,5,1,1,0
CC1C2OC2C1O,8,5,0,2,0
COCC(O)CO,10,4,0,3,0
OC1CC2OC2C1,8,5,0,2,0
CC(C)(C)C(N)=O,11,5,1,1,0
N=C1OCC2CN12,6,4,2,1,0
CCCOCC#N,9,5,1,1,0
OCC(=O)OC=N,5,3,1,3,0
CC(C#N)C1CN1,8,5,2,0,0
CC1CC2CC2O1,10,6,0,1,0
NC(=N)C(F)(F)F,3,2,2,0,3
CC12CC3C(O1)C23,8,6,0,1,0
CC1=CNC(=O)N1,6,4,2,1,0
OC1=NN=C(O)N1,3,2,3,2,0
OC1(CC#C)CC1,8,6,0,1,0
CC1(CC1O)C#N,7,5,1,1,0
NC(=O)C(O)C=O,5,3,1,3,0
N#CC12CCC1N2,6,5,2,0,0
C1C2COC=NC12,7,5,1,1,0
O=C1CNCC1=O,5,4,1,2,0
CC12CN1CC2=O,7,5,1,1,0
CC(C)(C)CC=O,12,6,0,1,0
OCC1=NOC=C1,5,4,1,2,0
OC1CC2CC2C1,10,6,0,1,0
OC(CC#C)C#N,5,5,1,1,0
NC(C#N)C1CC1,8,5,2,0,0
CC1(COC1)C=O,8,5,0,2,0
N=C1ON=NC=C1,3,3,3,1,0
O=C1COC1C#N,3,4,1,2,0
CC1C2CC1(C)C2,12,7,0,0,0
CC1COC(C)=N1,9,5,1,1,0
O=CC#CC1CN1,5,5,1,1,0
N#CC1OCCO1,5,4,1,2,0
CC(N)C(N)C#N,9,4,3,0,0
O=C1OCC2CN12,5,4,1,2,0
CC(=O)C1(C)CC1,10,6,0,1,0
CCCC1CC1C,14,7,0,0,0
CC1CCC1=NO,9,5,1,1,0
CCC1CC1C#C,10,7,0,0,0
CC12CC(C1)CC2,12,7,0,0,0
CCN1CC1C=O,9,5,1,1,0
OCCC#CC=O,6,5,0,2,0
O=CCNCC=O,7,4,1,2,0
NC1=CC(O)=NN1,5,3,3,1,0
N#CC1(CN1)C#N,3,4,3,0,0
OC12CC3CC1C23,8,6,0,1,0
CCC#CCC#C,8,7,0,0,0
N=CN(C=O)C=O,4,3,2,2,0
CNC1=NON=N1,4,2,4,1,0
OCC12CCC1O2,8,5,0,2,0
CC1=CC2CC1C2,10,7,0,0,0
CC(C)C1(C)CC1,14,7,0,0,0
CC(O)(C#C)C#C,6,6,0,1,0
C1OC11C2CC1C2,8,6,0,1,0
OC1C2OC(=N)C12,5,4,1,2,0
CC1COCC1C,12,6,0,1,0
O=C1CNCC=C1,7,5,1,1,0
COC1=CN=NO1,4,3,2,2,0
OCC1(CC1)C#N,7,5,1,1,0
CC1CC(C)(C)O1,12,6,0,1,0
CC1CC1(C)CO,12,6,0,1,0
OC12CC1CCC2,10,6,0,1,0
NC1COC1C#N,6,4,2,1,0
CCC(CC)C=O,12,6,0,1,0
CCC1OC1C=O,8,5,0,2,0
O=C1C=COC=C1,4,5,0,2,0
CC1(O)CC2CC12,10,6,0,1,0
O=C1CC(N1)C#C,5,5,1,1,0
C#CCC#CC#N,3,6,1,0,0
CCC12CN(C1)C2,11,6,1,0,0
CC(C)CC1CO1,12,6,0,1,0
CC1=CNC(=O)O1,5,4,1,2,0
COC(=O)C1CC1,8,5,0,2,0
CCC(O)C#CC,10,6,0,1,0
CC(O)C1(C)CO1,10,5,0,2,0
O=C1OC=CC=N1,3,4,1,2,0
N=C1C=NON=C1,3,3,3,1,0
N=C1NC=CC1=O,4,4,2,1,0
CC(O)C(C)CO,12,5,0,2,0
O=CN1CCN=C1,6,4,2,1,0
CC(C)C(C)(C)O,14,6,0,1,0
COC(C)(C)C#N,9,5,1,1,0
NC1=NC=NC=N1,4,3,4,0,0
OCCC1COC1,10,5,0,2,0
N#CC1CCCN1,8,5,2,0,0
CC(=O)NCC=O,7,4,1,2,0
CC(C)OCCO,12,5,0,2,0
N#CC12CC(C1)C2,7,6,1,0,0
OCC1(CN1)C#C,7,5,1,1,0
N#CC12CC(C1)N2,6,5,2,0,0
OCC1C2COC12,8,5,0,2,0
O=C1CCC11CN1,7,5,1,1,0
CC1(C)CN2CC12,11,6,1,0,0
CC12OC1CC=C2,8,6,0,1,0
C1OC2CC1CO2,8,5,0,2,0
OCC1=CNC=C1,7,5,1,1,0
NC(=O)CCCO,9,4,1,2,0
CC1C2OCOC12,8,5,0,2,0
CC1CC2(CC2)O1,10,6,0,1,0
OCC(O)CC=O,8,4,0,3,0
CC#CC1CN1C,9,6,1,0,0
N#CCCCC#N,6,5,2,0,0
O=CC#CC1CO1,4,5,0,2,0
CN1CCNC1=O,8,4,2,1,0
O=C1OCC11CN1,5,4,1,2,0
OC1(CC1)C1CO1,8,5,0,2,0
OC1CC(=O)C=C1,6,5,0,2,0
N=C1OC=CC=N1,4,4,2,1,0
O=C1NC(=O)C=C1,3,4,1,2,0
CC1COC11CC1,10,6,0,1,0
C1CC2=CC=CN12,7,6,1,0,0
CCC(C=O)C#C,8,6,0,1,0
CC1C2C3CC3N12,9,6,1,0,0
CC1NC1(C)C#N,8,5,2,0,0
C#CCCN1CC1,9,6,1,0,0
N#CC1=CN=NO1,1,3,3,1,0
O=CCCCC=O,8,5,0,2,0
OC1=CN=CN=C1,4,4,2,1,0
CC(C)([NH3+])C([O-])=O,9,4,1,2,0
CC12C3CN1CC23,9,6,1,0,0
C1OC1C1CCC1,10,6,0,1,0
[O-]C(=O)C1C[NH2+]C1,7,4,1,2,0
CCC(CC)C#N,11,6,1,0,0
OC1(CC1)C1CC1,10,6,0,1,0
C1C2OC3CC2C13,8,6,0,1,0
N=CNC(=N)C#N,4,3,4,0,0
C#CC1OCCO1,6,5,0,2,0
C1C2C3CCC2C13,10,7,0,0,0
N=C1C=NNN=N1,3,2,5,0,0
CC12OC3C1OC23,6,5,0,2,0
CC1CN1CC#C,9,6,1,0,0
CC1OCC=C1C,10,6,0,1,0
CN=C(N)C(N)=O,7,3,3,1,0
CC12CCCC1O2,10,6,0,1,0
CNC1=COC=C1,7,5,1,1,0
CN=C(C)NC=O,8,4,2,1,0
N=C1NC(=O)CO1,4,3,2,2,0
CC(C)(C)CC#C,12,7,0,0,0
OC1C2C3CC3C12,8,6,0,1,0
COCC(C)(C)O,12,5,0,2,0
CC(=O)C1COC1,8,5,0,2,0
CCCOC1CC1,12,6,0,1,0
OCCCC1CC1,12,6,0,1,0
CC#CC1NC1C,9,6,1,0,0
CC1=CC=C(N)N1,8,5,2,0,0
C1CC11CCC=C1,10,7,0,0,0
CC(C)C(O)CO,12,5,0,2,0
CNC(C#N)C#N,5,4,3,0,0
CCC1C(C)N1C,13,6,1,0,0
N#CC1=CNN=C1,3,4,3,0,0
CC1CC(O)C1=O,8,5,0,2,0
O=CC1=CN=CO1,3,4,1,2,0
CC1(C)CCC1=O,10,6,0,1,0
CC1C2OC(=O)C12,6,5,0,2,0
CC(=O)N1CCC1,9,5,1,1,0
O=C1CC2NC2C1,7,5,1,1,0
CC1OC(C)C1O,10,5,0,2,0
CC1(CC1)C(N)=O,9,5,1,1,0
CN(C=N)C(N)=O,7,3,3,1,0
O=CC1(CN1)C#N,4,4,2,1,0
CC(O)(CO)C#C,8,5,0,2,0
CC12NC1CC=C2,9,6,1,0,0
CN1C=C(N)C=N1,7,4,3,0,0
OCC1CC1C#N,7,5,1,1,0
CC1(CC#N)CN1,8,5,2,0,0
N=C1OCOC1=N,4,3,2,2,0
CC(CO)C1CO1,10,5,0,2,0
COCC(C)C#N,9,5,1,1,0
OC1=COC(=N)N1,4,3,2,2,0
OC1CCC1C=O,8,5,0,2,0
CNC(=O)N(C)C,10,4,2,1,0
OC1(CCC1)C#N,7,5,1,1,0
CN1CC1CC#C,9,6,1,0,0
CC1(O)CC1C#N,7,5,1,1,0
O=C1NC=CCO1,5,4,1,2,0
O=CC1C2CCC12,8,6,0,1,0
COC(=O)C#CC,6,5,0,2,0
N=C1CCOCO1,7,4,1,2,0
NC1=C(O)OC=C1,5,4,1,2,0
